Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
58318-13034,SS/OF,Charlie,Charlie Culberson,Culberson,7.433333502875434,18,2300,TEX@MIN,TEX,MIN,,,,,7,SS/OF/UTIL
58318-13209,C,Manny,Manny Pina,Pina,6.909999847412109,10,2300,MIL@PHI,MIL,PHI,IL,Toe,,,0,C/1B/UTIL
58318-52150,OF,Clint,Clint Frazier,Frazier,5.734782343325407,23,2300,HOU@NYY,NYY,HOU,,,,,6,OF/UTIL
58318-52153,OF,David,David Dahl,Dahl,6.257692190317007,26,2300,TEX@MIN,TEX,MIN,,,,,8,OF/UTIL
58318-68563,OF,Victor,Victor Robles,Robles,5.320833206176758,24,2300,ATL@WSH,WSH,ATL,,,,,8,OF/UTIL
58318-13354,2B,Cesar,Cesar Hernandez,Hernandez,7.588461655836839,26,2300,CLE@KC,CLE,KC,,,,,,2B/UTIL
58318-13430,2B/3B/SS,Jonathan,Jonathan Villar,Villar,4.025,20,2300,NYM@STL,NYM,STL,,,,,,2B/3B/SS/UTIL
58318-13436,C,Max,Max Stassi,Stassi,5.529999923706055,10,2300,TB@LAA,LAA,TB,,,,,,C/1B/UTIL
58318-21637,OF,Jackie,Jackie Bradley Jr.,Bradley Jr.,6.496296070240162,27,2300,MIL@PHI,MIL,PHI,,,,,5,OF/UTIL
58318-13487,OF,Tommy,Tommy Pham,Pham,5.029629742657697,27,2300,PIT@SD,SD,PIT,,,,,,OF/UTIL
58318-79113,C,Francisco,Francisco Mejia,Mejia,7.1058825324563415,17,2300,TB@LAA,TB,LAA,,,,,0,C/1B/UTIL
58318-118120,C,Jonah,Jonah Heim,Heim,6.530000305175781,10,2300,TEX@MIN,TEX,MIN,,,,,9,C/1B/UTIL
58318-13685,3B/OF,Brock,Brock Holt,Holt,6.793333435058594,15,2300,TEX@MIN,TEX,MIN,,,,,0,3B/OF/UTIL
58318-79223,1B/OF,Josh,Josh Naylor,Naylor,6.670833587646484,24,2300,CLE@KC,CLE,KC,,,,,,C/1B/OF/UTIL
58318-101753,2B/OF,Dylan,Dylan Moore,Moore,6.9689657277074355,29,2300,BAL@SEA,SEA,BAL,,,,,,2B/OF/UTIL
58318-13694,1B/OF,Marwin,Marwin Gonzalez,Gonzalez,7.391304347826087,23,2300,DET@BOS,BOS,DET,,,,,6,C/1B/OF/UTIL
58318-116450,1B,Seth,Seth Brown,Brown,5.925,20,2300,TOR@OAK,OAK,TOR,,,,,,C/1B/UTIL
58318-135224,OF,Yadiel,Yadiel Hernandez,Hernandez,6.807143075125558,14,2200,ATL@WSH,WSH,ATL,,,,,2,OF/UTIL
58318-38973,OF,Tyrone,Tyrone Taylor,Taylor,6.431250095367432,16,2200,MIL@PHI,MIL,PHI,,,,,0,OF/UTIL
58318-116841,1B/OF,Sam,Sam Haggerty,Haggerty,6.928571428571429,21,2200,BAL@SEA,SEA,BAL,,,,,,C/1B/OF/UTIL
58318-135282,OF,Josh,Josh Palacios,Palacios,7.240000152587891,10,2200,TOR@OAK,TOR,OAK,,,,,,OF/UTIL
58318-82414,OF,Victor,Victor Reyes,Reyes,3.2388888465033636,18,2200,DET@BOS,DET,BOS,,,,,9,OF/UTIL
58318-119401,C,Rafael,Rafael Marchan,Marchan,14.699999491373697,3,2200,MIL@PHI,PHI,MIL,,,,,0,C/1B/UTIL
58318-119404,SS/2B,Nick,Nick Maton,Maton,6.078571319580078,14,2200,MIL@PHI,PHI,MIL,,,,,8,2B/SS/UTIL
58318-84742,C,Willians,Willians Astudillo,Astudillo,5.6400001525878904,20,2200,TEX@MIN,MIN,TEX,,,,,,C/1B/UTIL
58318-17171,C,James,James McCann,McCann,4.889473764519942,19,2200,NYM@STL,NYM,STL,,,,,,C/1B/UTIL
58318-13152,1B/3B,Matt,Matt Carpenter,Carpenter,4.792592366536458,27,2200,NYM@STL,STL,NYM,,,,,,C/1B/3B/UTIL
58318-68481,OF,Roman,Roman Quinn,Quinn,4.530434649923573,23,2200,MIL@PHI,PHI,MIL,,,,,7,OF/UTIL
58318-13188,2B/3B,Jean,Jean Segura,Segura,7.994117288028493,17,2200,MIL@PHI,PHI,MIL,IL,Quadriceps,,,0,2B/3B/UTIL
58318-68492,C,Chance,Chance Sisco,Sisco,3.366666793823242,12,2200,BAL@SEA,BAL,SEA,,,,,,C/1B/UTIL
58318-52161,2B/3B,Rio,Rio Ruiz,Ruiz,5.778260604194973,23,2200,BAL@SEA,BAL,SEA,,,,,,2B/3B/UTIL
58318-80848,C,Victor,Victor Caratini,Caratini,6.413043478260869,23,2200,PIT@SD,SD,PIT,,,,,,C/1B/UTIL
58318-97257,OF,Myles,Myles Straw,Straw,7.722222222222222,27,2200,HOU@NYY,HOU,NYY,,,,,8,OF/UTIL
58318-83164,OF,Jake,Jake Cave,Cave,4.599999941312349,26,2200,TEX@MIN,MIN,TEX,,,,,,OF/UTIL
58318-83173,C,Jose,Jose Trevino,Trevino,5.5761904035295755,21,2200,TEX@MIN,TEX,MIN,,,,,0,C/1B/UTIL
58318-60652,2B,Christian,Christian Arroyo,Arroyo,6.930000305175781,20,2200,DET@BOS,BOS,DET,,,,,7,2B/UTIL
58318-60655,SS,Willy,Willy Adames,Adames,5.889655277646821,29,2200,TB@LAA,TB,LAA,,,,,9,SS/UTIL
58318-38247,2B/3B,Hanser,Hanser Alberto,Alberto,4.25,22,2200,CLE@KC,KC,CLE,,,,,8,2B/3B/UTIL
58318-79218,2B/SS,Kevin,Kevin Newman,Newman,4.847999877929688,25,2200,PIT@SD,PIT,SD,,,,,,2B/SS/UTIL
58318-52878,OF,Billy,Billy McKinney,McKinney,5.49259270562066,27,2200,MIL@PHI,MIL,PHI,,,,,7,OF/UTIL
58318-102285,OF,Cristian,Cristian Pache,Pache,4.83076917208158,13,2200,ATL@WSH,ATL,WSH,,,,,8,OF/UTIL
58318-79785,1B/OF,Jose,Jose Marmolejos,Marmolejos,6.104347560716712,23,2200,BAL@SEA,SEA,BAL,,,,,,C/1B/OF/UTIL
58318-102417,SS,Anderson,Anderson Tejeda,Tejeda,3.0399999618530273,5,2100,TEX@MIN,TEX,MIN,,,,,0,SS/UTIL
58318-79896,C,Luis,Luis Torrens,Torrens,4.781818043101918,22,2100,BAL@SEA,SEA,BAL,,,,,,C/1B/UTIL
58318-135216,OF,Chas,Chas McCormick,McCormick,6.121428353445871,14,2100,HOU@NYY,HOU,NYY,,,,,0,OF/UTIL
58318-104511,OF,Kyle,Kyle Garlick,Garlick,5.0538459190955525,13,2100,TEX@MIN,MIN,TEX,,,,,,OF/UTIL
58318-135239,SS,Rodolfo,Rodolfo Castro,Castro,0,1,2100,PIT@SD,PIT,SD,,,,,,SS/UTIL
58318-102485,OF,Kyle,Kyle Isbel,Isbel,5.958333333333333,12,2100,CLE@KC,KC,CLE,,,,,0,OF/UTIL
58318-116840,C,Deivy,Deivy Grullon,Grullon,9.5,1,2100,NYM@STL,NYM,STL,,,,,,C/1B/UTIL
58318-96764,OF,Jonathan,Jonathan Davis,Davis,3.081249952316284,16,2100,TOR@OAK,TOR,OAK,,,,,,OF/UTIL
58318-119439,C,Sam,Sam Huff,Huff,10.5,10,2100,TEX@MIN,TEX,MIN,IL,Knee,,,0,C/1B/UTIL
58318-82617,2B/SS,Andres,Andres Gimenez,Gimenez,5.881817904385653,22,2100,CLE@KC,CLE,KC,,,,,,2B/SS/UTIL
58318-54080,OF,Austin,Austin Dean,Dean,4.572222391764323,18,2100,NYM@STL,STL,NYM,,,,,,OF/UTIL
58318-68478,2B/OF,Chad,Chad Pinder,Pinder,7.050000190734863,4,2100,TOR@OAK,OAK,TOR,IL,Knee,,,,2B/OF/UTIL
58318-68593,2B/OF,Jorge,Jorge Mateo,Mateo,3.5599998474121093,20,2100,PIT@SD,SD,PIT,,,,,,2B/OF/UTIL
58318-5122,C,Alex,Alex Avila,Avila,5.666666666666667,6,2100,ATL@WSH,WSH,ATL,,,,,0,C/1B/UTIL
58318-13535,2B/SS,Ehire,Ehire Adrianza,Adrianza,5.820000076293946,20,2100,ATL@WSH,ATL,WSH,,,,,0,2B/SS/UTIL
58318-109803,C,Austin,Austin Nola,Nola,4.166666666666667,3,2100,PIT@SD,SD,PIT,,,,,,C/1B/UTIL
58318-5359,SS,Elvis,Elvis Andrus,Andrus,4.4620687550511855,29,2100,TOR@OAK,OAK,TOR,,,,,,SS/UTIL
58318-85249,1B/3B,Bobby,Bobby Dalbec,Dalbec,5.243478194527004,23,2100,DET@BOS,BOS,DET,,,,,9,C/1B/3B/UTIL
58318-21797,2B/OF,Jose,Jose Peraza,Peraza,3.0999999046325684,2,2100,NYM@STL,NYM,STL,,,,,,2B/OF/UTIL
58318-62780,SS,Wilmer,Wilmer Difo,Difo,3.5549999237060548,20,2100,PIT@SD,PIT,SD,,,,,,SS/UTIL
58318-79173,OF,Corey,Corey Ray,Ray,6.199999809265137,1,2100,MIL@PHI,MIL,PHI,,,,,0,OF/UTIL
58318-38282,1B,Daniel,Daniel Vogelbach,Vogelbach,4.125925982439959,27,2100,MIL@PHI,MIL,PHI,,,,,3,C/1B/UTIL
58318-79255,1B,Jake,Jake Bauers,Bauers,2.509090943769975,22,2100,CLE@KC,CLE,KC,,,,,,C/1B/UTIL
58318-38319,OF,Odubel,Odubel Herrera,Herrera,1.524999976158142,8,2100,MIL@PHI,PHI,MIL,,,,,0,OF/UTIL
58318-38326,OF,Nomar,Nomar Mazara,Mazara,6.508333206176758,12,2100,DET@BOS,DET,BOS,IL,Abdomen,,,0,OF/UTIL
58318-118408,3B/OF,Yoshi,Yoshi Tsutsugo,Tsutsugo,4.386363636363637,22,2100,TB@LAA,TB,LAA,,,,,0,3B/OF/UTIL
58318-14038,OF,Khris,Khris Davis,Davis,6.226666768391927,30,2100,TEX@MIN,TEX,MIN,IL,Quadriceps,,,0,OF/UTIL
58318-52995,C,Luke,Luke Maile,Maile,3.924999952316284,4,2100,MIL@PHI,MIL,PHI,,,,,0,C/1B/UTIL
58318-5948,OF,Brett,Brett Gardner,Gardner,4.052631578947368,19,2100,HOU@NYY,NYY,HOU,,,,,0,OF/UTIL
58318-102418,2B,Eli,Eli White,White,4.21176461612477,17,2000,TEX@MIN,TEX,MIN,,,,,0,2B/UTIL
58318-81948,SS,Breyvic,Breyvic Valera,Valera,,,2000,TOR@OAK,TOR,OAK,,,,,,SS/UTIL
58318-135207,2B,Alex,Alex De Goti,De Goti,9.449999809265137,2,2000,HOU@NYY,HOU,NYY,,,,,0,2B/UTIL
58318-135227,2B,Jose,Jose Rojas,Rojas,3.200000089757583,17,2000,TB@LAA,LAA,TB,,,,,,2B/UTIL
58318-102497,OF,Ronnie,Ronnie Dawson,Dawson,4.133333206176758,3,2000,HOU@NYY,HOU,NYY,,,,,0,OF/UTIL
58318-82021,C,Tomas,Tomas Nido,Nido,3.528571537562779,7,2000,NYM@STL,NYM,STL,,,,,,C/1B/UTIL
58318-102513,C,Mario,Mario Feliciano,Feliciano,6.199999809265137,1,2000,MIL@PHI,MIL,PHI,,,,,0,C/1B/UTIL
58318-135284,C,Riley,Riley Adams,Adams,,,2000,TOR@OAK,TOR,OAK,,,,,,C/1B/UTIL
58318-135290,1B,John,John Nogowski,Nogowski,1.1846153552715595,13,2000,NYM@STL,STL,NYM,IL,Hand,,,,C/1B/UTIL
58318-116865,1B,Ryan,Ryan McBroom,McBroom,1.8399999618530274,5,2000,CLE@KC,KC,CLE,,,,,0,C/1B/UTIL
58318-135305,3B,Tucupita,Tucupita Marcano,Marcano,1.8700000762939453,10,2000,PIT@SD,SD,PIT,,,,,,3B/UTIL
58318-73875,OF,Jose,Jose Martinez,Martinez,5.147058823529412,34,2000,NYM@STL,NYM,STL,IL,Knee,,,,OF/UTIL
58318-73879,2B/SS,Pat,Pat Valaika,Valaika,3.0399999618530273,10,2000,BAL@SEA,BAL,SEA,,,,,,2B/SS/UTIL
58318-102550,C,Luis,Luis Campusano,Campusano,2.227272727272727,11,2000,PIT@SD,SD,PIT,,,,,,C/1B/UTIL
58318-102577,SS,Santiago,Santiago Espinal,Espinal,4.254545385187322,11,2000,TOR@OAK,TOR,OAK,,,,,,SS/UTIL
58318-104629,SS,Jack,Jack Mayfield,Mayfield,0,2,2000,BAL@SEA,SEA,BAL,,,,,,SS/UTIL
58318-102584,C,Tres,Tres Barrera,Barrera,0,1,2000,ATL@WSH,WSH,ATL,,,,,0,C/1B/UTIL
58318-102591,OF,Jake,Jake Fraley,Fraley,9.780000305175781,5,2000,BAL@SEA,SEA,BAL,IL,Hamstring,,,,OF/UTIL
58318-39125,C,Tomas,Tomas Telis,Telis,,,2000,TEX@MIN,MIN,TEX,,,,,,C/1B/UTIL
58318-53476,OF,Scott,Scott Schebler,Schebler,2.490909056230025,11,2000,TB@LAA,LAA,TB,,,,,,OF/UTIL
58318-116994,SS,Donovan,Donovan Walton,Walton,4.5,5,2000,BAL@SEA,SEA,BAL,,,,,,SS/UTIL
58318-12577,OF,Jarrod,Jarrod Dyson,Dyson,3.4124999046325684,16,2000,CLE@KC,KC,CLE,,,,,0,OF/UTIL
58318-110911,OF,Robel,Robel Garcia,Garcia,1.7444444232516818,9,2000,HOU@NYY,HOU,NYY,,,,,0,OF/UTIL
58318-145921,OF,Ka'ai,Ka'ai Tom,Tom,2.1692308279184194,13,2000,PIT@SD,PIT,SD,,,,,,OF/UTIL
58318-119368,C,Ryan,Ryan Jeffers,Jeffers,3.6454544067382812,11,2000,TEX@MIN,MIN,TEX,,,,,,C/1B/UTIL
58318-80459,OF,Franchy,Franchy Cordero,Cordero,3.6954546841708096,22,2000,DET@BOS,BOS,DET,,,,,0,OF/UTIL
58318-82551,2B,Shed,Shed Long Jr.,Long Jr.,6.544117647058823,34,2000,BAL@SEA,SEA,BAL,IL,Lower leg,,,,2B/UTIL
58318-17025,2B/3B,Joe,Joe Panik,Panik,3.966666751437717,18,2000,TOR@OAK,TOR,OAK,,,,,,2B/3B/UTIL
58318-82612,OF,Brent,Brent Rooker,Rooker,4.275000095367432,8,2000,TEX@MIN,MIN,TEX,,,,,,OF/UTIL
58318-82616,SS,Luis,Luis Guillorme,Guillorme,2.8142858232770647,14,2000,NYM@STL,NYM,STL,IL,Oblique,,,,SS/UTIL
58318-82626,OF,Adam,Adam Haseley,Haseley,2.3777777353922525,9,2000,MIL@PHI,PHI,MIL,O,Personal,,,0,OF/UTIL
58318-82646,OF,Justin,Justin Williams,Williams,5.228571210588727,28,2000,NYM@STL,STL,NYM,,,,,,OF/UTIL
58318-82655,C,Danny,Danny Jansen,Jansen,2.763157894736842,19,2000,TOR@OAK,TOR,OAK,,,,,,C/1B/UTIL
58318-82659,3B,Carter,Carter Kieboom,Kieboom,1.5,2,2000,ATL@WSH,WSH,ATL,,,,,0,3B/UTIL
58318-82661,OF,Daniel,Daniel Johnson,Johnson,0,2,2000,CLE@KC,CLE,KC,,,,,,OF/UTIL
58318-82660,2B,Luis,Luis Garcia,Garcia,1.5333333015441895,6,2000,ATL@WSH,WSH,ATL,,,,,0,2B/UTIL
58318-53993,OF,Harold,Harold Ramirez,Ramirez,12.199999809265137,1,2000,CLE@KC,CLE,KC,,,,,,OF/UTIL
58318-148210,OF,Cody,Cody Wilson,Wilson,0,1,2000,ATL@WSH,WSH,ATL,,,,,0,OF/UTIL
58318-146160,2B,Ha-Seong,Ha-Seong Kim,Kim,4.645454406738281,22,2000,PIT@SD,SD,PIT,,,,,,2B/UTIL
58318-70435,OF,Ben,Ben Gamel,Gamel,1.6545455239035867,11,2000,CLE@KC,CLE,KC,,,,,,OF/UTIL
58318-68471,2B,Tony,Tony Kemp,Kemp,4.894444359673394,18,2000,TOR@OAK,OAK,TOR,,,,,,2B/UTIL
58318-68470,OF,JaCoby,JaCoby Jones,Jones,2.7904761178152904,21,2000,DET@BOS,DET,BOS,,,,,8,OF/UTIL
58318-68499,3B/OF,Johan,Johan Camargo,Camargo,0.3333333333333333,9,2000,ATL@WSH,ATL,WSH,,,,,0,3B/OF/UTIL
58318-68533,OF,Brett,Brett Phillips,Phillips,5.657894736842105,19,2000,TB@LAA,TB,LAA,,,,,0,OF/UTIL
58318-68537,2B/SS,Tyler,Tyler Wade,Wade,1.1272726925936611,11,2000,HOU@NYY,NYY,HOU,,,,,0,2B/SS/UTIL
58318-68538,2B,Franklin,Franklin Barreto,Barreto,1.8095238095238095,21,2000,TB@LAA,LAA,TB,IL,Elbow,,,,2B/UTIL
58318-13253,C,Martin,Martin Maldonado,Maldonado,2.8899999618530274,20,2000,HOU@NYY,HOU,NYY,,,,,9,C/1B/UTIL
58318-80836,SS,Tzu-Wei,Tzu-Wei Lin,Lin,0,1,2000,TEX@MIN,MIN,TEX,,,,,,SS/UTIL
58318-52171,C,Kevin,Kevin Plawecki,Plawecki,4.066666497124566,9,2000,DET@BOS,BOS,DET,,,,,0,C/1B/UTIL
58318-80853,OF,Dustin,Dustin Fowler,Fowler,3.2555554707845054,18,2000,PIT@SD,PIT,SD,,,,,,OF/UTIL
58318-5077,OF,Dexter,Dexter Fowler,Fowler,5.2999997820172995,7,2000,TB@LAA,LAA,TB,IL,Knee,,,,OF/UTIL
58318-52182,C,Reese,Reese McGuire,McGuire,1.4684210325542248,19,2000,TOR@OAK,TOR,OAK,,,,,,C/1B/UTIL
58318-5104,3B,Pablo,Pablo Sandoval,Sandoval,5.39047604515439,21,2000,ATL@WSH,ATL,WSH,,,,,0,3B/UTIL
58318-68594,OF,Anthony,Anthony Alford,Alford,3.0363637750799004,11,2000,PIT@SD,PIT,SD,,,,,,OF/UTIL
58318-97291,2B,Harold,Harold Castro,Castro,2.747058868408203,17,2000,DET@BOS,DET,BOS,,,,,0,2B/UTIL
58318-148547,OF,Scott,Scott Hurst,Hurst,0,7,2000,NYM@STL,STL,NYM,,,,,,OF/UTIL
58318-21573,OF,Jace,Jace Peterson,Peterson,6.8599998474121096,10,2000,MIL@PHI,MIL,PHI,IL,Thumb,,,0,OF/UTIL
58318-38004,C,Austin,Austin Hedges,Hedges,5.899999830457899,9,2000,CLE@KC,CLE,KC,,,,,,C/1B/UTIL
58318-13451,SS,Ronald,Ronald Torreyes,Torreyes,1,3,2000,MIL@PHI,PHI,MIL,IL,Undisclosed,,,0,SS/UTIL
58318-5282,C,Jeff,Jeff Mathis,Mathis,5.737499872843425,24,2000,ATL@WSH,ATL,WSH,,,,,0,C/1B/UTIL
58318-60636,OF,Derek,Derek Hill,Hill,0,2,2000,DET@BOS,DET,BOS,,,,,0,OF/UTIL
58318-60641,2B,Nick,Nick Gordon,Gordon,,,2000,TEX@MIN,MIN,TEX,,,,,,2B/UTIL
58318-83177,C,Grayson,Grayson Greiner,Greiner,4.720000076293945,10,2000,DET@BOS,DET,BOS,,,,,0,C/1B/UTIL
58318-60649,C,Alex,Alex Jackson,Jackson,2.4399999618530273,10,2000,ATL@WSH,ATL,WSH,IL,Hamstring,,,0,C/1B/UTIL
58318-79087,1B/2B,Michael,Michael Chavis,Chavis,3.200000047683716,1,2000,DET@BOS,BOS,DET,,,,,0,C/1B/2B/UTIL
58318-79112,3B,Yu,Yu Chang,Chang,3.5,19,2000,CLE@KC,CLE,KC,,,,,,3B/UTIL
58318-5390,2B,Robinson,Robinson Cano,Cano,9.951020532724808,49,2000,NYM@STL,NYM,STL,NA,Suspension,,,,2B/UTIL
58318-79127,OF,Derek,Derek Fisher,Fisher,6.46875,16,2000,MIL@PHI,MIL,PHI,IL,Hamstring,,,0,OF/UTIL
58318-79128,C,Garrett,Garrett Stubbs,Stubbs,0,1,2000,HOU@NYY,HOU,NYY,,,,,0,C/1B/UTIL
58318-79176,OF,JT,JT Riddle,Riddle,2.299999952316284,4,2000,TEX@MIN,MIN,TEX,,,,,,OF/UTIL
58318-85320,C,Michael,Michael Perez,Perez,5.290000152587891,10,2000,PIT@SD,PIT,SD,,,,,,C/1B/UTIL
58318-79189,2B,Travis,Travis Blankenhorn,Blankenhorn,3.200000047683716,1,2000,TEX@MIN,MIN,TEX,,,,,,2B/UTIL
58318-79190,C,Ben,Ben Rortvedt,Rortvedt,4.233333269755046,3,2000,TEX@MIN,MIN,TEX,,,,,,C/1B/UTIL
58318-79195,3B/OF,Miguel,Miguel Andujar,Andujar,5.166666666666667,21,2000,HOU@NYY,NYY,HOU,,,,,0,3B/OF/UTIL
58318-79211,OF,Mickey,Mickey Moniak,Moniak,5.233333163791233,9,2000,MIL@PHI,PHI,MIL,,,,,0,OF/UTIL
58318-79213,2B/OF,Scott,Scott Kingery,Kingery,0.375,8,2000,MIL@PHI,PHI,MIL,,,,,0,2B/OF/UTIL
58318-79212,C,Andrew,Andrew Knapp,Knapp,4.2928570338657925,14,2000,MIL@PHI,PHI,MIL,,,,,0,C/1B/UTIL
58318-13687,3B,Jordy,Jordy Mercer,Mercer,2.720000076293945,10,2000,ATL@WSH,WSH,ATL,,,,,0,3B/UTIL
58318-13691,OF,Ender,Ender Inciarte,Inciarte,2.7999998728434243,12,2000,ATL@WSH,ATL,WSH,IL,Hamstring,,,0,OF/UTIL
58318-21890,SS,Orlando,Orlando Arcia,Arcia,1.625,4,2000,ATL@WSH,ATL,WSH,,,,,0,SS/UTIL
58318-38276,OF,Albert,Albert Almora Jr.,Almora Jr.,0.7076922930203952,13,2000,NYM@STL,NYM,STL,,,,,,OF/UTIL
58318-79240,C,Aramis,Aramis Garcia,Garcia,3.584615267240084,13,2000,TOR@OAK,OAK,TOR,,,,,,C/1B/UTIL
58318-79247,2B,Edmundo,Edmundo Sosa,Sosa,2.2750000953674316,8,2000,NYM@STL,STL,NYM,,,,,,2B/UTIL
58318-79263,OF,Leody,Leody Taveras,Taveras,3.0600001017252603,15,2000,TEX@MIN,TEX,MIN,,,,,0,OF/UTIL
58318-79262,1B,Ronald,Ronald Guzman,Guzman,3.1000001089913503,7,2000,TEX@MIN,TEX,MIN,IL,Knee,,,0,C/1B/UTIL
58318-118181,1B/3B,Taylor,Taylor Jones,Jones,6.299999872843425,3,2000,HOU@NYY,HOU,NYY,,,,,0,C/1B/3B/UTIL
58318-101796,OF,Braden,Braden Bishop,Bishop,0.7749999761581421,8,2000,BAL@SEA,SEA,BAL,,,,,,OF/UTIL
58318-118189,C,Ali,Ali Sanchez,Sanchez,1.2,5,2000,NYM@STL,STL,NYM,,,,,,C/1B/UTIL
58318-101817,2B/3B,Luis,Luis Rengifo,Rengifo,2.299999952316284,4,2000,TB@LAA,LAA,TB,,,,,,2B/3B/UTIL
58318-118204,OF,Ryan,Ryan McKenna,McKenna,2.892857142857143,14,2000,BAL@SEA,BAL,SEA,,,,,,OF/UTIL
58318-118211,3B,Kevin,Kevin Padlo,Padlo,2,3,2000,TB@LAA,TB,LAA,,,,,0,3B/UTIL
58318-118222,2B,Mark,Mark Mathias,Mathias,4.087500095367432,16,2000,MIL@PHI,MIL,PHI,IL,Shoulder,,,0,2B/UTIL
58318-118227,OF,Jorge,Jorge Ona,Ona,9.319999694824219,5,2000,PIT@SD,SD,PIT,IL,Elbow,,,,OF/UTIL
58318-101844,OF,Lane,Lane Thomas,Thomas,2.25,4,2000,NYM@STL,STL,NYM,,,,,,OF/UTIL
58318-101850,2B,Ramon,Ramon Urias,Urias,4.2473682604338,19,2000,BAL@SEA,BAL,SEA,,,,,,2B/UTIL
58318-95776,OF,Pablo,Pablo Reyes,Reyes,2.066666603088379,6,2000,MIL@PHI,MIL,PHI,,,,,6,OF/UTIL
58318-13892,3B/OF,Hernan,Hernan Perez,Perez,1.2199999809265136,10,2000,ATL@WSH,WSH,ATL,,,,,0,3B/OF/UTIL
58318-13917,OF,Juan,Juan Lagares,Lagares,0,2,2000,TB@LAA,LAA,TB,,,,,,OF/UTIL
58318-116339,3B,Abraham,Abraham Toro,Toro,1,6,2000,HOU@NYY,HOU,NYY,,,,,0,3B/UTIL
58318-118398,SS,Vimael,Vimael Machin,Machin,2.616666634877523,6,2000,TOR@OAK,OAK,TOR,,,,,,SS/UTIL
58318-81570,C,Cam,Cam Gallagher,Gallagher,1.3888888888888888,9,2000,CLE@KC,KC,CLE,IL,Concussion,,,0,C/1B/UTIL
58318-114357,C,Brian,Brian O'Grady,O'Grady,0,1,2000,PIT@SD,SD,PIT,,,,,,C/1B/UTIL
58318-11989,OF,Jon,Jon Jay,Jay,1.5,2,2000,TB@LAA,LAA,TB,,,,,,OF/UTIL
58318-112379,OF,Tim,Tim Lopes,Lopes,6.819565482761549,46,2000,MIL@PHI,MIL,PHI,IL,Oblique,,,0,OF/UTIL
58318-53007,3B,Daniel,Daniel Robertson,Robertson,2.033333248562283,18,2000,MIL@PHI,MIL,PHI,IL,Concussion,,,0,3B/UTIL
58318-5904,1B,Chris,Chris Davis,Davis,3.0687499046325684,16,2000,BAL@SEA,BAL,SEA,IL,Back,,,,C/1B/UTIL
58318-104273,C,Anthony,Anthony Bemboom,Bemboom,4.116666793823242,6,2000,TB@LAA,LAA,TB,,,,,,C/1B/UTIL
58318-137070,C,Joseph,Joseph Odom,Odom,0,2,2000,TB@LAA,TB,LAA,,,,,0,C/1B/UTIL
58318-6005,OF,Matt,Matt Joyce,Joyce,2.4941177368164062,17,2000,MIL@PHI,PHI,MIL,,,,,0,OF/UTIL
58318-149374,SS,Sean,Sean Kazmar Jr.,Kazmar Jr.,0,2,2000,ATL@WSH,ATL,WSH,,,,,0,SS/UTIL
58318-102284,C,William,William Contreras,Contreras,9.5,1,2000,ATL@WSH,ATL,WSH,,,,,7,C/1B/UTIL
58318-12237,C,Jonathan,Jonathan Lucroy,Lucroy,5,5,2000,ATL@WSH,WSH,ATL,,,,,0,C/1B/UTIL
